75220	89733	92453	97152	98565	99213	99287	99842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62110	66649	76948	91923	97242	99986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9340	24683	28511	56880	67360	71418	96720	99689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41476	67733	75732	76603	95733	96651	98434	99136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43047	63626	64049	76867	81600	91870	99005	99951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46480	71707	72905	93437	99462	99659	99818	99916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41072	60634	77685	91709	94826	95015	98374	99176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17941	32476	60205	90218	92521	93899	98814	99998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29571	30837	48028	54138	69489	78906	79178	99991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4453	39144	65502	90373	94057	98132	98221	98807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31181	31597	34083	43190	71295	77044	82710	98463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18657	35020	35964	77806	78192	97872	98089	99834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9021	18915	34212	47312	77541	89873	98768	99120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18666	37016	45500	48467	65941	99057	99855	99943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28483	35403	52500	58251	68951	92839	99111	99222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15786	80428	94802	95865	98237	98708	99457	99994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2338	41800	57396	64895	95860	96065	98159	98560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5896	30068	52199	82650	93136	98617	99223	99671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37284	44391	61957	68259	82938	91871	97185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15773	61802	71918	92059	92079	94836	96008	98827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27761	41130	60182	94017	99056	99202	99403	99967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13748	30938	71685	82397	98812	99054	99407	99881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13063	31624	43497	92193	92661	93154	98972	99843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54186	60088	62079	86915	99228	99908	99927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6209	29574	46211	82378	84997	91718	99543	99549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13028	23377	53979	58269	92967	95937	99020	99797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12488	27886	38547	39261	58378	58874	74849	93327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69116	73447	93870	94463	94979	99463	99988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37342	59846	65815	70629	87552	88208	92675	97885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3356	15799	92278	94157	98874	99909	99926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16546	58158	64976	74483	85002	93310	98314	99489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5093	18682	59418	82629	90816	91820	97827	99959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37775	53429	60478	93058	98466	99591	99928	99995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1592	5005	17567	29460	44609	85811	92635	99928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3962	49450	62685	91755	93358	98168	99606	99647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50784	54469	59439	61360	66317	92125	96332	99851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2512	8014	9765	22166	92881	95121	98803	99168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2220	30352	53914	85294	89870	98029	98353	99156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39197	70012	93095	94239	96821	99208	99887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24624	36191	76031	80036	91783	99397	99508	99793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
942	12081	45125	80073	96278	96369	97015	98248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49305	75206	90767	93305	94653	98343	98929	99954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14834	19959	22298	58866	81049	97772	98270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1716	32593	84090	94538	96645	98501	98551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28381	48778	51538	73579	76350	78066	98249	98264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45701	64582	74461	91692	96403	98978	99215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61356	86606	88369	93768	93975	95091	97050	99519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11948	27817	35119	54738	69165	96015	98188	99203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55954	57597	78852	92243	97868	98347	98426	99981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9276	27773	39640	56946	74753	76368	98693	99939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10271	24956	32527	66529	67608	72647	96580	97797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17083	27491	64369	77277	79566	97103	98133	99709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3962	12251	22777	25455	75905	91708	99037	99839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11262	22693	27920	41991	73158	75516	81021	99145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8833	26485	38353	64007	97533	99249	99910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46784	56447	58682	89046	93824	94858	99558	99851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14050	36775	56707	59340	67937	98447	99056	99948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64578	81462	88732	95460	99851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18241	41412	61414	69141	73731	90512	99330	99783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24301	43813	45588	95515	95899	98401	98669	99880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19567	49605	63795	63893	76958	91936	93970	97460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28339	93897	93953	96231	98112	98760	99023	99575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14980	24071	41975	70903	92077	96355	96855	99988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4088	62630	64431	92534	97137	99059	99682	99905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
