44.555664	4.726891	43.107062	3.000000	56.922222	0.000000	2.000000	2.000000
45.776367	6.499475	37.676813	4.000000	50.877778	0.000000	3.000000	3.000000
46.386719	26.884191	31.611354	3.000000	-26.566667	0.000000	3.000000	3.000000
63.781738	33.383666	18.362825	2.000000	-59.055556	0.000000	5.000000	5.000000
56.152344	16.248687	26.242495	3.000000	44.833333	0.000000	6.000000	6.000000
43.640137	34.565389	35.910288	5.000000	12.722222	0.000000	11.000000	11.000000
36.621094	34.565389	46.818883	5.000000	-48.855556	0.000000	12.000000	12.000000
72.021484	32.201943	16.506634	1.000000	1.011111	0.000000	13.000000	13.000000
59.204102	17.134979	22.896864	3.000000	15.744444	-1.622081	20.000000	20.000000
27.465820	11.817227	47.304266	1.000000	-12.211111	0.000000	21.000000	21.000000
