34.484863	15.066964	81.529552	3.000000	52.011111	0.000000	1.000000	1.000000
58.593750	7.976628	26.251588	1.000000	16.122222	0.000000	1.000000	1.000000
64.086914	28.656775	22.138429	1.000000	52.011111	0.000000	1.000000	1.000000
33.874512	10.930935	42.143692	2.000000	-45.077778	0.000000	2.000000	2.000000
58.898926	8.567489	12.102965	1.000000	-26.944444	0.000000	3.000000	3.000000
27.465820	8.272059	66.744026	3.000000	52.011111	0.000000	5.000000	5.000000
79.345703	2.658876	3.949514	0.000000	-15.988889	0.000000	5.000000	5.000000
31.433105	10.930935	92.297761	7.000000	-39.033333	0.000000	6.000000	6.000000
66.528320	18.612132	16.908220	1.000000	-45.077778	0.000000	7.000000	7.000000
46.691895	13.294380	43.918680	3.000000	-45.077778	0.000000	8.000000	8.000000
