num_of_row--num_of_col--rank_of_H
12 24 12
no_of_row--degree_of_row--no_of_col
0	8	1	2	3	4	5	8	11	13
1	8	2	3	4	5	6	9	12	14
2	8	3	4	5	6	7	10	13	15
3	8	4	5	6	7	8	11	14	16
4	8	5	6	7	8	9	12	15	17
5	8	6	7	8	9	10	13	16	18
6	8	7	8	9	10	11	14	17	19
7	8	8	9	10	11	12	15	18	20
8	8	9	10	11	12	13	16	19	21
9	8	10	11	12	13	14	17	20	22
10	8	11	12	13	14	15	18	21	23
11  24  0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
